Skill1,Skill2,Similarity
compile airport certification manuals,equipment,1
plot rigging movements,plotting rigging movements,1
plot rigging movements,log rigging movements,1
plot rigging movements,plot rigging movement,1
plot rigging movements,plot movements of rigging,1
plot rigging movements,register rigging movements,1
plot rigging movements,write down rigging movements,1
plot rigging movements,communicate in a multicultural environment in fishery,0
plot rigging movements,coordinate footwear assembling room,0
financial department processes,"financial department procedures, financial department methods",1
financial department processes,finance department processes,1
financial department processes,financial department process,1
financial department processes,financial processes,1
repair furniture frames,repairing furniture frames,1
repair furniture frames,fix furniture frames,1
repair furniture frames,overhaul furniture frames,1
repair furniture frames,repair a furniture frame,1
repair furniture frames,adjust furniture frames,1
repair furniture frames,mend furniture frames,1
repair furniture frames,batteries mending,0
printed circuit boards testing methods,in-circuit test,1
printed circuit boards testing methods,automated optical inspection,1
printed circuit boards testing methods,AOI,1
printed circuit boards testing methods,testing methods for printed circuit boards,1
printed circuit boards testing methods,methods for testing printed circuit boards,1
printed circuit boards testing methods,methods for testing PCBs,1
printed circuit boards testing methods,joint test action group test,1
printed circuit boards testing methods,JTAG test,1
printed circuit boards testing methods,PCBs testing methods,1
printed circuit boards testing methods,PCB testing methods,1
printed circuit boards testing methods,ICT,1
printed circuit boards testing methods,ensure choreography duration,0
printed circuit boards testing methods,analyze health problems within a given community,0
printed circuit boards testing methods,removal of finished casts,0
mechanical requirements for vehicles in urban areas,legal requirements for vehicles in urban areas,1
mechanical requirements for vehicles in urban areas,mechanical standards for vehicles operating in urban areas,1
mechanical requirements for vehicles in urban areas,mechanical requirements for vehicles operating in urban areas,1
mechanical requirements for vehicles in urban areas,legal requirements for mechanical condition of vehicles in urban areas,1
mechanical requirements for vehicles in urban areas,minimum mechanical standards for vehicles in urban areas,1
mechanical requirements for vehicles in urban areas,standards for mechanical condition of vehicles in urban areas,1
mechanical requirements for vehicles in urban areas,mechanical standards for vehicles in urban areas,1
mechanical requirements for vehicles in urban areas,legal standards for vehicles in urban areas,1
mechanical requirements for vehicles in urban areas,mechanical requirements for urban vehicles,1
mechanical requirements for vehicles in urban areas,assign vehicles according to requirements,0
mechanical requirements for vehicles in urban areas,mechanical parts used in vehicles,0
unbind books,unbind book,1
unbind books,unbinding books,1
unbind books,dismantle books,1
unbind books,loosen pages from books,1
unbind books,utilise machine learning,0
maintain recycling records,maintenance of recycling records,1
maintain recycling records,maintaining recycling records,1
maintain recycling records,manage recycling records,1
maintain recycling records,control recycling records,1
maintain recycling records,sustain recycling records,1
maintain recycling records,preserve recycling records,1
maintain recycling records,maintain a recycling record,1
maintain recycling records,twine metal,0
medical device vigilance reporting systems,medical device vigilance reporting system,1
medical device vigilance reporting systems,haemovigilance and pharmavigilance,1
medical device vigilance reporting systems,vigilance reporting systems for medical devices,1
medical device vigilance reporting systems,medical devices vigilance reporting systems,1
medical device vigilance reporting systems,braking systems in trains,0
research new ideas,research new ideas and concepts,1
research new ideas,develop new ideas and concepts,1
research new ideas,develop new ideas,1
research new ideas,search new ideas and concepts,1
research new ideas,research innovation,1
research new ideas,search new ideas,1
configure electronic equipment,configuring electronic equipment,1
configure electronic equipment,electronic equipment setting,1
configure electronic equipment,set up electronic equipment,1
configure electronic equipment,setting up electronic equipment,1
configure electronic equipment,electronic equipment configuring,1
configure electronic equipment,thread formats,0
configure electronic equipment,tend metal polishing machine,0
clean building facade,clean building's facade,1
clean building facade,wash building veneer,1
clean building facade,cleaning building facade,1
clean building facade,wash front side of building,1
clean building facade,wash building facade,1
clean building facade,clean building veneer,1
clean building facade,clean front side of building,1
clean building facade,clean building facades,1
provide fitness customer service,offer customer services to fitness clients,1
provide fitness customer service,provide fitness customer care,1
provide fitness customer service,providing fitness customer service,1
provide fitness customer service,provide customer fitness service,1
provide fitness customer service,provide customer service,0
supervise store opening and closing procedures,manage store opening and closing procedures,1
supervise store opening and closing procedures,monitor store opening and closing procedures,1
supervise store opening and closing procedures,oversee store opening and closing procedures,1
supervise store opening and closing procedures,supervise store opening and closing procedures,1
supervise store opening and closing procedures,watch over store opening and closing procedures,1
supervise store opening and closing procedures,issuing drilling instructions,0
ask questions at events,ask questions at event,1
ask questions at events,pose questions at events,1
ask questions at events,interview people at events,1
ask questions at events,asking questions at events,1
carry out shellfish depuration procedures,carrying out shellfish depuration procedures,1
carry out shellfish depuration procedures,undertake shellfish depuration procedures,1
carry out shellfish depuration procedures,shellfish depuration procedures undertaking,1
carry out shellfish depuration procedures,undertaking shellfish depuration procedures,1
carry out shellfish depuration procedures,carrying out depuration procedures on shellfish,1
carry out shellfish depuration procedures,shellfish depuration procedures carrying out,1
pick orders of agricultural products,orders of agricultural products picking,1
pick orders of agricultural products,orders of agricultural products assembling,1
pick orders of agricultural products,assemble orders of agricultural products,1
pick orders of agricultural products,assembling orders of agricultural products,1
pick orders of agricultural products,picking orders of agricultural products,1
alcohol fuels,alcohol fuelled,1
alcohol fuels,alcohol fuel,1
alcohol fuels,use techniques for hand-made carpets manufacture,0
change soap filter,soap filter changing,1
change soap filter,soap filter replacing,1
change soap filter,changing soap filter,1
change soap filter,replacing soap filter,1
change soap filter,replace soap filter,1
change soap filter,removal of wallpaper,0
assist in military logistics,facilitate armed forces logistics,1
assist in military logistics,support armed forces logistics,1
assist in military logistics,help with military logistics,1
assist in military logistics,facilitate military logistics,1
assist in military logistics,support military logistics,1
assist in military logistics,help with armed forces logistics,1
test for behavioural patterns,test for behavioral patterns,1
test for behavioural patterns,test for behavioural pattern,1
test for behavioural patterns,discern pattern in behaviour,1
test for behavioural patterns,discern patterns in behaviour,1
test for behavioural patterns,discern patterns in behavior,1
test for behavioural patterns,test for behavioral pattern,1
track price trends,tracking price trends,1
track price trends,track price drifts,1
track price trends,track price leanings,1
track price trends,tracking a price trend,1
track price trends,track price movements,1
track price trends,track price directions,1
track price trends,track a price trend,1
track price trends,drive tractors,0
track price trends,simulate electromechanical systems,0
model sensor,sensor modelling,1
model sensor,modelling sensor,1
model sensor,simulating sensor,1
model sensor,simulate sensor,1
model sensor,sensor simulating,1
model sensor,change management application,0
tend v-belt covering machine,tending V-belt covering machine,1
tend v-belt covering machine,V-belt covering machine operating,1
tend v-belt covering machine,V-belt covering machines tending,1
tend v-belt covering machine,V-belt covering machine tending,1
tend v-belt covering machine,V-belt covering machines operating,1
tend v-belt covering machine,operate V-belt covering machine,1
tend v-belt covering machine,operating V-belt covering machine,1
calibrate waste incinerator,controlling waste incinerator,1
calibrate waste incinerator,waste incinerator calibrating,1
calibrate waste incinerator,calibrating waste incinerator,1
calibrate waste incinerator,waste incinerator controlling,1
calibrate waste incinerator,tend waste incinerator,0
operate dealership management system,undertake dealership management system,1
operate dealership management system,dealership management system operation,1
operate dealership management system,operate a dealership management system,1
operate dealership management system,conduct dealership management system,1
operate dealership management system,run dealership management system,1
operate dealership management system,operating a dealership management system,1
operate dealership management system,perform dealership management system,1
parallel park vehicles,parallel park automobiles,1
parallel park vehicles,parallel park a variety of vehicles,1
parallel park vehicles,parallel park,1
parallel park vehicles,parallel park vehicles in a variety of spaces,1
parallel park vehicles,undertake parallel parking activity,1
parallel park vehicles,undertake parallel parking,1
parallel park vehicles,parallel park motorised vehicles,1
power engineering,power engineering science,1
power engineering,discipline of electrical power engineering,1
power engineering,discipline of power engineering,1
power engineering,electrical power engineering discipline,1
power engineering,power engineering discipline,1
power engineering,electrical power engineering science,1
power engineering,science of electrical power engineering,1
power engineering,science of power engineering,1
power engineering,complete curd processing of cheese,0
power engineering,groundwater environmental impact assessment,0
establish aquarium,"establish, monitor and maintain aquarium",1
establish aquarium,set up aquarium,1
establish aquarium,establish the aquarium,1
establish aquarium,set up aquaria,1
establish aquarium,establish an aquarium,1
expert services in clinical psychology,clinical psychology expert services,1
expert services in clinical psychology,high quality services provided in clinical psychology,1
expert services in clinical psychology,expert service in clinical psychology,1
expert services in clinical psychology,expert services in clinical psychology field,1
apply 3d imaging techniques,,1
apply 3d imaging techniques,range of soil structure,0
pack charcoal,fill filter press with charcoal,1
pack charcoal,packing charcoal,1
pack charcoal,filling of filter press with charcoal,1
pack charcoal,filter press filling,1
pack charcoal,filling filter press with charcoals,1
pack charcoal,charcoal packing,1
pack charcoal,pack cargo,0
pack charcoal,negotiating sales contracts,0
communicate with waste collectors,communicating with waste collection workers,1
communicate with waste collectors,maintaining communication with waste collectors,1
communicate with waste collectors,maintain communication with waste collectors,1
communicate with waste collectors,communicating with waste collector teams,1
communicate with waste collectors,communicating with waste collectors,1
communicate with waste collectors,communicate with senior colleagues,0
communicate with waste collectors,control and monitor supplies,0
understand spoken spanish,understanding spoken Spanish,1
understand spoken spanish,comprehend spoken Spanish,1
understand spoken spanish,understand Spanish speech,1
understand spoken spanish,make sense of spoken Spanish,1
understand spoken spanish,listen to Spanish,1
understand spoken spanish,interpret spoken Spanish,1
understand spoken spanish,listen to Castilian,1
understand spoken spanish,understand spoken danish,0
understand spoken spanish,understanding spoken Danish,0
understand spoken spanish,juristic investigation,0
keep sheet records,preserve sheet records,1
keep sheet records,keeping sheet records,1
keep sheet records,conserve sheet records,1
keep sheet records,maintain sheet records,1
keep sheet records,save sheet records,1
keep sheet records,keep sheet record,1
keep sheet records,keep stock records,0
conduct apple fermentation,carry out apple fermentation,1
conduct apple fermentation,organise apple fermentation,1
conduct apple fermentation,undertake apple fermentation,1
conduct apple fermentation,conduct of apple fermentation,1
conduct apple fermentation,conduct apple fermentations,1
conduct apple fermentation,manage apple fermentation,1
conduct apple fermentation,accept feedback regarding artistic performance,0
malt grains,prepare grains,1
malt grains,malt grain,1
malt grains,germinate grains,1
malt grains,grain preparation,1
malt grains,grain germination,1
malt grains,malting grain,1
malt grains,malting of grains,1
malt grains,manage breeding reptiles,0
work out odds,calculate the odds,1
work out odds,forecast the odds,1
work out odds,work odds out,1
work out odds,working out the odds,1
work out odds,work to deadlines,0
conduct research on climate processes,conduct research on climatic processes,1
conduct research on climate processes,analyse climate processes,1
conduct research on climate processes,study climate processes,1
conduct research on climate processes,research climate processes,1
conduct research on climate processes,vigilance reporting systems for medical devices,0
allocate badges,issue guest badges,1
allocate badges,allocate badge,1
allocate badges,allocate guest badges,1
allocate badges,issue visitor badges,1
allocate badges,allocating badge,1
treat neurological disorders,treat a neurological disease,1
treat neurological disorders,treat neurological disorder,1
treat neurological disorders,treat neurological conditions,1
treat neurological disorders,treat a neurological disorder,1
treat neurological disorders,diagnose and treat neurological disorders,1
treat neurological disorders,treat neurological diseases,1
treat neurological disorders,treat a neurological condition,1
understand written polish,comprehend written Polish,1
understand written polish,read Polish,1
understand written polish,interpret written Polish,1
understand written polish,understand Polish writing,1
understand written polish,understanding written Polish,1
understand written polish,make sense of written Polish,1
understand written polish,understand written english,0
maintain records of work with service users,keep up records of work with service user,1
maintain records of work with service users,keep up records of work with service users,1
maintain records of work with service users,manage records of work with service user,1
maintain records of work with service users,sustain records of work with service user,1
maintain records of work with service users,maintain records of work with care user,1
maintain records of work with service users,manage records of work with service users,1
maintain records of work with service users,record work with service users,1
maintain records of work with service users,maintain records of work with care users,1
maintain records of work with service users,sustain records of work with service users,1
maintain records of work with service users,work with service users on medication,0
maintain records of work with service users,maintain records of work,0
design enterprise architecture,,1
apply validation engineering,using validation engineering techniques,1
apply validation engineering,using validation engineering,1
apply validation engineering,validation engineering applying,1
apply validation engineering,use validation engineering techniques,1
apply validation engineering,use validation engineering,1
apply validation engineering,applying validation engineering,1
send biological samples to laboratory,send a biological sample to the laboratory,1
send biological samples to laboratory,send a biological sample to laboratory,1
send biological samples to laboratory,dispatch biological samples to laboratory,1
send biological samples to laboratory,forward biological samples to laboratory,1
send biological samples to laboratory,send biological samples to the laboratory,1
send biological samples to laboratory,forward collected bilogical samples to laboratory,1
send biological samples to laboratory,electroplating measure,0
counselling methods,methods of counseling,1
counselling methods,counselling techniques,1
counselling methods,counselling method,1
counselling methods,counseling techniques,1
counselling methods,counseling methods,1
counselling methods,counseling method,1
counselling methods,methods of counselling,1
counselling methods,mental counselling methods,0
counselling methods,store promotions records,0
deliver business research proposals,delivering business research proposals,1
deliver business research proposals,deliver business research propositions,1
deliver business research proposals,furnish business research proposals,1
deliver business research proposals,provide business research proposals,1
deliver business research proposals,deliver business research proposal,1
deliver business research proposals,deliver proposals for business research,1
deliver business research proposals,establish research proposals,0
deliver business research proposals,determine research proposals,0
plan the stocking of products,planning the stocking of products,1
plan the stocking of products,arrange the stocking of products,1
plan the stocking of products,set up the stocking of products,1
plan the stocking of products,plan the stocking of a product,1
plan the stocking of products,planning the stocking of a product,1
plan the stocking of products,timetable the stocking of products,1
plan the stocking of products,implement the stocking of products,1
plan the stocking of products,cut sewer trenches,0
liaise with educational support staff,mediate with educational support staff,1
liaise with educational support staff,liaises with educational support staff,1
liaise with educational support staff,communicate with educational support staff,1
liaise with educational support staff,coordinate with educational support staff,1
liaise with educational support staff,liaising with educational support staff,1
liaise with educational support staff,liaise with educational staff,0
liaise with educational support staff,liaises with educational staff,0
understand spoken macedonian,comprehend spoken Macedonian,1
understand spoken macedonian,listen to Macedonian,1
understand spoken macedonian,interpret spoken Macedonian,1
understand spoken macedonian,understand Macedonian speech,1
understand spoken macedonian,understanding spoken Macedonian,1
understand spoken macedonian,make sense of spoken Macedonian,1
understand spoken macedonian,tune stringed musical instruments,0
distinguish lumber categories,determine lumber categories,1
distinguish lumber categories,identify lumber categories,1
distinguish lumber categories,discern lumber categories,1
distinguish lumber categories,distinguishing lumber categories,1
distinguish lumber categories,prepare veterinary surgical environment,0
manage factory operations,direct factory operations,1
manage factory operations,run factory operations,1
manage factory operations,managing factory operations,1
manage factory operations,manage factory operation,1
manage factory operations,oversee factory operations,1
manage factory operations,supervise factory operations,1
manage factory operations,manage lottery operations,0
record cylinders information,recording of cylinders information,1
record cylinders information,recording cylinders information,1
record cylinders information,make note of cylinders information,1
record cylinders information,making note of cylinders information,1
record cylinders information,cylinders information recording,1
analyse staff capacity,search staff capacity,1
analyse staff capacity,test staff capacity,1
analyse staff capacity,analysing staff capacity,1
analyse staff capacity,analysis of staff capacity,1
analyse staff capacity,investigate staff capacity,1
analyse staff capacity,scrutinise staff capacity,1
adjust filament tension,filament tension adjusting,1
adjust filament tension,optimise filament tension,1
adjust filament tension,filament tension optimising,1
adjust filament tension,optimising filament tension,1
adjust filament tension,adjusting filament tension,1
adjust filament tension,adjust heating equipment,0
adjust filament tension,check chimneys' conditions,0
install mechatronic equipment,fit mechatronic equipment,1
install mechatronic equipment,mechatronic equipment installing,1
install mechatronic equipment,fitting mechatronic equipment,1
install mechatronic equipment,installing mechatronic equipment,1
install mechatronic equipment,mechatronic equipment fitting,1
install mechatronic equipment,study music compositions,0
install mechatronic equipment,preparing drill holes,0
prepare flower arrangements,flower arrangement creating,1
prepare flower arrangements,create arrangements of flowers,1
prepare flower arrangements,flower arrangements preparing,1
prepare flower arrangements,flower arrangements creating,1
prepare flower arrangements,creating flower arrangements,1
prepare flower arrangements,preparing flower arrangements,1
prepare flower arrangements,create flower arrangements,1
prepare flower arrangements,flower arrangement preparing,1
prepare flower arrangements,preparing arrangements of flowers,1
prepare flower arrangements,prepare arrangements of flowers,1
prepare flower arrangements,creating arrangements of flowers,1
ensure proper visualisation of the operating site,provide proper visualisation of the operating site,1
ensure proper visualisation of the operating site,ensure adequate visualisation of the operating room,1
ensure proper visualisation of the operating site,ensure proper visualization of operating sites,1
ensure proper visualisation of the operating site,ensure adequate visualisation of the operating site,1
ensure proper visualisation of the operating site,ensure proper visualisation of operating sites,1
ensure proper visualisation of the operating site,ensure proper visualization of operating site,1
ensure proper visualisation of the operating site,ensure operation of the vehicle,0
maintain contractual information,maintain information on contracts,1
maintain contractual information,maintain contract information,1
maintain contractual information,keep and update contractual records,1
maintain contractual information,maintain contractual records and documentation,1
maintain contractual information,inform on renting contracts,0
maintain contractual information,maintain information access aids,0
tie tobacco leaves in hands,attach tobacco crops manually,1
tie tobacco leaves in hands,tie tobacco leaves in hands,1
tie tobacco leaves in hands,join tobacco crops manually,1
tie tobacco leaves in hands,tie a tobacco leaf in a hand,1
tie tobacco leaves in hands,connect tobacco crops manually,1
tie tobacco leaves in hands,interlace tobacco crops manually,1
tie tobacco leaves in hands,grading tobacco leaves,0
arrange permit for market stall,arranging a permit for market stall,1
arrange permit for market stall,regulate permit for market stall,1
arrange permit for market stall,classify permit for market stall,1
arrange permit for market stall,arranging permit for market stall,1
arrange permit for market stall,market stall permit arrangement,1
arrange permit for market stall,rank permit for market stall,1
arrange permit for market stall,align permit for market stall,1
arrange permit for market stall,preparing fruits and vegetables for pre-processing,0
flute sizes,flute dimensions,1
flute sizes,flute types,1
flute sizes,flute size,1
flute sizes,flute measures,1
flute sizes,fastener sizes,0
perform ground-handling maintenance procedures,perform ground-handling maintenance,1
perform ground-handling maintenance procedures,maintain ground service equipment,1
perform ground-handling maintenance procedures,perform ground-handling procedures,1
perform ground-handling maintenance procedures,perform ground-handling processes,1
perform ground-handling maintenance procedures,conduct ground-handling maintenance procedures,1
perform ground-handling maintenance procedures,ensure safety of ground-handling processes and equipment,1
perform ground-handling maintenance procedures,conduct ground service equipment checks,1
perform ground-handling maintenance procedures,maintain safety of ground-handling procedures and equipment,1
perform ground-handling maintenance procedures,conduct ground-handling maintenance processes,1
perform ground-handling maintenance procedures,processes,1
perform ground-handling maintenance procedures,perform airport lighting maintenance processes,0
perform ground-handling maintenance procedures,explain quality of a covering,0
carry out strategic research,conduct strategic research,1
carry out strategic research,carrying out strategic research,1
carry out strategic research,complete strategic research,1
carry out strategic research,oversee strategic research,1
carry out strategic research,undertake strategic research,1
carry out strategic research,carry out a research strategy,1
carry out strategic research,carry out social work research,0
carry out strategic research,assemble rebar,0
monitor railway vehicles documentation,monitor the documentation of railway vehicles,1
monitor railway vehicles documentation,inspect rolling stock documentation,1
monitor railway vehicles documentation,look closely at railway vehicles documentation,1
monitor railway vehicles documentation,check rolling stock documentation,1
monitor railway vehicles documentation,examine rolling stock documentation,1
monitor railway vehicles documentation,look carefully at rolling stock documentation,1
monitor railway vehicles documentation,prove documentation of railway vehicles,1
monitor railway vehicles documentation,rail vehicle hunting monitor,0
monitor railway vehicles documentation,fit up and rig automated lights,0
oversee warehouse value-added activities,manage warehouse value-added-activities,1
oversee warehouse value-added activities,manage storage and dispatch activities in a warehouse,1
oversee warehouse value-added activities,manage warehouse storage and dispatch activities,1
oversee warehouse value-added activities,supervise value-added activities in a warehouse,1
oversee warehouse value-added activities,supervise warehouse storage and dispatch activities,1
oversee warehouse value-added activities,supervise warehouse value-added activities,1
oversee warehouse value-added activities,oversee value-added activities in a warehouse,1
oversee warehouse value-added activities,oversee warehouse storage and dispatch activities,1
oversee warehouse value-added activities,undertake underwater investigations,0
strategic thinking,apply strategic thinking,0
medical device regulations,laws covering medical devices,1
medical device regulations,regulations concerning medical devices,1
medical device regulations,regulations regarding medical devices,1
medical device regulations,rules covering medical devices,1
medical device regulations,regulations controlling medical devices,1
medical device regulations,national medical device regulations,1
medical device regulations,international medical device regulations,1
medical device regulations,legislation covering medical devices,1
interfacing techniques,,1
guide analysis of a recorded performance,help analyse a recorded performance,1
guide analysis of a recorded performance,guide recorded performance's analysis,1
guide analysis of a recorded performance,guide the analysis of a performance which was recorded,1
guide analysis of a recorded performance,analyse a recorded performance,1
guide analysis of a recorded performance,analysis of call performance trends,0
attend to detail regarding food and beverages,look out for details when preparing and presenting food and drinks,1
attend to detail regarding food and beverages,attend to food and beverage details,1
attend to detail regarding food and beverages,pay attention to details involved in food and beverage presentation,1
attend to detail regarding food and beverages,attend to detail on food and beverages,1
communicate with tenants,communicate with dwellers,1
communicate with tenants,communicate with residents,1
communicate with tenants,communicate with boarders,1
communicate with tenants,communicate with inhabitants,1
communicate with tenants,correspond with tenants,1
communicate with tenants,communicate with leaseholder,1
communicate with tenants,communicate with renters,1
communicate with tenants,communicate with engineers,0
communicate with tenants,keep maintenance records,0
gather technical information,,1
gather technical information,offer health counselling,0
advise customers on usage of care products for pets,help customers on usage of care products for pets,1
advise customers on usage of care products for pets,advising customers on usage of care products for pets,1
advise customers on usage of care products for pets,advise a customer on usage of care products for pets,1
advise customers on usage of care products for pets,recommend customers on usage of care products for pets,1
advise customers on usage of care products for pets,advise customers on the usage of care products for pets,1
advise customers on usage of care products for pets,suggest customers on usage of care products for pets,1
advise customers on usage of care products for pets,commend customers on usage of care products for pets,1
advise customers on usage of care products for pets,instruct customers on usage of care products for pets,1
advise customers on usage of care products for pets,monitoring goods movements,0
pre-grind nibs of cocoa,pre-grind a nib of cocoa,1
pre-grind nibs of cocoa,pre-grind the nibs of cocoa,1
pre-grind nibs of cocoa,pre crush nibs of cocoa,1
pre-grind nibs of cocoa,pre crushing of cocoa nibs,1
interact verbally in dutch,be fluent in Dutch,1
interact verbally in dutch,interacting verbally in Dutch,1
interact verbally in dutch,speak Dutch,1
interact verbally in dutch,verbally interact in Dutch,1
interact verbally in dutch,communicate verbally in Dutch,1
interact verbally in dutch,speak Flemish,1
interact verbally in dutch,keep professional records,0
interact verbally in dutch,diagnose mental disorders in children,0
assess chiropractic intervention,assess chiropractic interventions,1
assess chiropractic intervention,re-evaluate chiropractic intervention,1
assess chiropractic intervention,evaluate chiropractic intervention,1
assess chiropractic intervention,assess a chiropractic intervention,1
assess chiropractic intervention,assess client's response to chiropractic treatment,1
assess chiropractic intervention,undertake chriopractic assessment,0
understand written montenegrin,make sense of written Montenegrin,1
understand written montenegrin,understanding written Montenegrin,1
understand written montenegrin,read Montenegrin,1
understand written montenegrin,comprehend written Montenegrin,1
understand written montenegrin,understand Montenegrin writing,1
understand written montenegrin,interpret written Montenegrin,1
identify research topics,establish research topics,1
identify research topics,analyse research topics,1
identify research topics,determine research topics,1
identify research topics,analyse research proposals,1
identify research topics,establish research proposals,1
identify research topics,determine research proposals,1
identify research topics,classify research proposals,1
identify research topics,classify research topics,1
identify research topics,direct research on hearing topics,0
identify research topics,conduct research on hearing topics,0
identify research topics,perform curd processing of a cheese,0
keep stock records,keep a stock record,1
keep stock records,keeping a stock record,1
keep stock records,keeping stock records,1
keep stock records,save stock records,1
keep stock records,store stock records,1
keep stock records,hold stock records,1
keep stock records,retain stock records,1
keep stock records,keep sheet records,0
keep stock records,keep sheet record,0
keep stock records,scope of green space strategies,0
interpret graphical recordings of rail-flaw-detection machine,analyse graphical presentations produced by rail-flaw-detection machine,1
interpret graphical recordings of rail-flaw-detection machine,interpret rail-flaw-detection machine recordings,1
interpret graphical recordings of rail-flaw-detection machine,detect faults in rails through interpretation of graphical recordings of rail-flaw-detection machines,1
interpret graphical recordings of rail-flaw-detection machine,use graphical recordings produced by rail-flaw-detection machines to identify faults,1
interpret graphical recordings of rail-flaw-detection machine,comprehend and analyse rail-flaw-detection machine graphical recordings,1
interpret graphical recordings of rail-flaw-detection machine,detect faults through analysis of rail-flaw-detection machine recordings,1
interpret graphical recordings of rail-flaw-detection machine,interpret rail-flaw-detection machine interface,1
interpret graphical recordings of rail-flaw-detection machine,interpret graphical interface of rail-flaw-detection machine,1
interpret graphical recordings of rail-flaw-detection machine,interpret rail-flaw-detection machine graphical interface,1
interpret graphical recordings of rail-flaw-detection machine,interpret rail-flaw-detection machine graphical recordings,1
interpret graphical recordings of rail-flaw-detection machine,scrutinise trends in the food and beverage industries,0
musical genres,musical variations,1
musical genres,a musical genres,1
musical genres,musical types,1
musical genres,musical styles,1
musical genres,musical genre,1
musical genres,music genres,1
write batch record documentation,preparing batch record documentation,1
write batch record documentation,prepare batch record documentation,1
write batch record documentation,writing batch record documentation,1
write batch record documentation,batch record documentation preparing,1
write batch record documentation,batch record documentation writing,1
write batch record documentation,write documentation on emergency cases,0
assemble video tape footage,assemble raw footage on video tape,1
assemble video tape footage,mount footage on tape,1
assemble video tape footage,assemble footage on video tape,1
assemble video tape footage,assemble video footage on tape,1
check for flaws in scanned material,checking for flaws in scans,1
check for flaws in scanned material,check for flaws in scanned materials,1
check for flaws in scanned material,check for flaws in scanned resources,1
check for flaws in scanned material,check for flaws in scanned supplies,1
check for flaws in scanned material,check for flaws in scans,1
check for flaws in scanned material,check for defects in railcars,0
check for flaws in scanned material,unity,0
slovak,competent in Slovak,1
slovak,ability to comprehend spoken and written Slovak and to speak and write in Slovak,1
footwear industry,footwear  trade,1
footwear industry,footwear manufacture,1
footwear industry,the footwear industry,1
footwear industry,footwear business,1
footwear industry,footwear corporation,1
carry out social work research,assess the impact of social work,1
carry out social work research,analyse the impact of social work,1
carry out social work research,carry out research into social work,1
carry out social work research,carry out social work analysis,1
carry out social work research,carry out strategic research,0
carry out social work research,oversee security clearance,0
work with blacksmithing power tools,perform with blacksmithing power tools,1
work with blacksmithing power tools,labour with blacksmiths and farriers appliances and tools,1
work with blacksmithing power tools,toil with blacksmithing power tools,1
work with blacksmithing power tools,perform with blacksmiths and farriers appliances and tools,1
work with blacksmithing power tools,toil with blacksmiths and farriers appliances and tools,1
work with blacksmithing power tools,operate with blacksmithing power tools,1
work with blacksmithing power tools,operate with blacksmiths and farriers appliances and tools,1
work with blacksmithing power tools,labour with blacksmithing power tools,1
work with blacksmithing power tools,assess data reliability,0
work in a forestry team,contribute to a forestry team,1
work in a forestry team,working in a team in forestry,1
work in a forestry team,work in a team in forestry,1
work in a forestry team,contributing to a forestry team,1
work in a forestry team,contribute to a team in forestry,1
work in a forestry team,working in a forestry team,1
work in a forestry team,contributing to a team in forestry,1
neuro-ophthalmology,neuro-ophthalmic illnesses,1
neuro-ophthalmology,disorders of visual system,1
neuro-ophthalmology,visual system disorders,1
neuro-ophthalmology,neuro-ophthalmic disease,1
neuro-ophthalmology,disease of visual system,1
neuro-ophthalmology,visual system disease,1
neuro-ophthalmology,neuro-ophthalmic illness,1
neuro-ophthalmology,visual system disorder,1
neuro-ophthalmology,neuro-ophthalmic diseases,1
neuro-ophthalmology,diseases of visual system,1
perform bone marrow transplant,carry out bone marrow transplant procedure,1
perform bone marrow transplant,perform cord blood transplant,1
perform bone marrow transplant,carry out bone marrow transplant,1
perform bone marrow transplant,perform bone marrow transplant surgery,1
perform bone marrow transplant,perform bone marrow transplant procedure,1
register deeds,register deed,1
register deeds,register legal certificates,1
register deeds,register legal documents,1
register deeds,laying stones,0
interact verbally in basque,speak Basque,1
interact verbally in basque,communicate verbally in Basque,1
interact verbally in basque,interacting verbally in Basque,1
interact verbally in basque,be fluent in Basque,1
interact verbally in basque,verbally interact in Basque,1
geological factors in airport construction,airport construction geological factors,1
geological factors in airport construction,physical environment considerations in airport development,1
geological factors in airport construction,airport construction geological considerations,1
geological factors in airport construction,geological considerations in airport construction,1
geological factors in airport construction,geological factors in airport development,1
geological factors in airport construction,geological considerations in airport development,1
geological factors in airport construction,construction factors for airports,1
geological factors in airport construction,geological characteristics affecting airport construction,1
geological factors in airport construction,geological characteristics impacting air-port construction,1
geological factors in airport construction,physical environment considerations in airport construction,1
geological factors in airport construction,advise on construction materials,0
geological factors in airport construction,advise regarding construction materials,0
geological factors in airport construction,monitor wine production processes,0
systems thinking,system thinking,1
systems thinking,integrated thinking,1
systems thinking,integrate thinking,1
systems thinking,systems thought,1
systems thinking,integration of thinking,1
systems thinking,strategic thinking,0
systems thinking,meat and meat product,0
urolithiasis in the urinary tract,urinary tract stone formation,1
urolithiasis in the urinary tract,kidney and bladder stones,1
urolithiasis in the urinary tract,urinary tract stones,1
urolithiasis in the urinary tract,urinary tract urolithiasis,1
urolithiasis in the urinary tract,urolithiasis in urinary tract,1
urolithiasis in the urinary tract,renal calculi,1
follow-up lab results,utilise  lab results,1
follow-up lab results,consider lab results,1
follow-up lab results,following up lab results,1
follow-up lab results,use  lab results,1
follow-up lab results,read  lab results,1
follow-up lab results,laying concrete slabs,0
detect drug abuse,identify substance dependence,1
detect drug abuse,detect alcohol abuse,1
