title1,title2,similarity
mud logger,logging geologist,1
mud logger,mudlogger,1
mud logger,surface logger,1
mud logger,mud logging technican,1
mud logger,logger,0
mud logger,head blogger,0
mud logger,food blogger,0
mud logger,precision instrument craftsman,0
mud logger,"betting, lottery, and gambling quality controller",0
mud logger,equestrian centre trainer,0
parliamentary assistant,AM's assistant,1
parliamentary assistant,MEP's assistant,1
parliamentary assistant,MP's personal assistant,1
parliamentary assistant,MP's PA,1
parliamentary assistant,AM's parliamentary assistant,1
parliamentary assistant,constituency assistant,1
parliamentary assistant,MLA's assistant,1
parliamentary assistant,political assistant,1
parliamentary assistant,politician's assistant,1
parliamentary assistant,MSP's parliamentary assistant,1
parliamentary assistant,MLA's parliamentary assistant,1
parliamentary assistant,parliamentary intern,1
parliamentary assistant,MP's assistant,1
parliamentary assistant,MP's parliamentary assistant,1
parliamentary assistant,MSP's assistant,1
parliamentary assistant,executive officer,1
parliamentary assistant,parliamentary agent,0
parliamentary assistant,pharmacy assistant,0
parliamentary assistant,parliamentary draftsman,0
parliamentary assistant,podiatry assistant,0
parliamentary assistant,philanthropy assistant,0
parliamentary assistant,paralegal assistant,0
parliamentary assistant,library assistant,0
parliamentary assistant,laundry assistant,0
parliamentary assistant,systemic therapist,0
parliamentary assistant,political party volunteer,0
parliamentary assistant,tire vulcanizer,0
parliamentary assistant,trainee wholesale merchant in clothing and footwear,0
parliamentary assistant,immunology research scientist,0
parliamentary assistant,asbestos abatement advisor,0
parliamentary assistant,filing clerk,0
parliamentary assistant,perfect binding operator,0
import export specialist in tobacco products,graduate import specialist in tobacco products,1
import export specialist in tobacco products,trainee import specialist in tobacco products,1
import export specialist in tobacco products,international trade compliance specialist in tobacco products,1
import export specialist in tobacco products,trainee import export specialist in tobacco products,1
import export specialist in tobacco products,senior import specialist in tobacco products,1
import export specialist in tobacco products,assistant import specialist in tobacco products,1
import export specialist in tobacco products,trainee export specialist in tobacco products,1
import export specialist in tobacco products,graduate import export specialist in tobacco products,1
import export specialist in tobacco products,senior import export specialist in tobacco products,1
import export specialist in tobacco products,senior export specialist in tobacco products,1
import export specialist in tobacco products,assistant import export specialist in tobacco products,1
import export specialist in tobacco products,assistant export specialist in tobacco products,1
import export specialist in tobacco products,graduate export specialist in tobacco products,1
import export specialist in tobacco products,customs compliance specialist in tobacco products,1
import export specialist in tobacco products,import export specialist in chemical products,0
import export specialist in tobacco products,senior import export manager in tobacco products,0
import export specialist in tobacco products,trainee import export specialist in chemical products,0
import export specialist in tobacco products,import export manager in tobacco products,0
import export specialist in tobacco products,import export specialist in machine tools,0
import export specialist in tobacco products,import export specialist in meat and meat products,0
import export specialist in tobacco products,trainee import specialist in chemical products,0
import export specialist in tobacco products,theatre director,0
import export specialist in tobacco products,sports and recreation policy specialist,0
import export specialist in tobacco products,jewellery polishing machine tender,0
import export specialist in tobacco products,vacuum molding machine operator,0
import export specialist in tobacco products,equal employment opportunity officer,0
import export specialist in tobacco products,automation operator & programmer,0
import export specialist in tobacco products,university reader,0
promotion manager,promotions coordinator,1
promotion manager,advertising and promotion manager,1
promotion manager,promotion director,1
promotion manager,promotion coordinator,1
promotion manager,promotions manager,1
promotion manager,marketing and promotion manager,1
promotion manager,sales promotion manager,1
promotion manager,promotions director,1
promotion manager,operations manager,0
promotion manager,relocation manager,0
promotion manager,promotion strategy manager,0
promotion manager,oil production manager,0
promotion manager,wastewater system operative,0
promotion manager,senior flowers and plants distribution manager,0
promotion manager,gas distribution inspector,0
promotion manager,car driver instructor,0
business coach,professional development coach,1
business coach,personal development coach,1
business coach,leadership coach,1
business coach,coach in business development,1
business coach,business leadership coach,1
business coach,business development coach,1
business coach,practitioner of business coaching,1
business coach,executive coach,1
business coach,corporate coach,1
business coach,business teacher,0
business coach,business lector,0
business coach,business docent,0
business coach,coach builder,0
business coach,design and technology technician,0
business coach,press brake setter/operator,0
business coach,mask designer/maker,0
business coach,rigging manager,0
business coach,extrusion machine operative,0
import export manager in pharmaceutical goods,international trade compliance manager in pharmaceutical goods,1
import export manager in pharmaceutical goods,assistant import export manager in pharmaceutical goods,1
import export manager in pharmaceutical goods,senior import export manager in pharmaceutical goods,1
import export manager in pharmaceutical goods,trainee export manager in pharmaceutical goods,1
import export manager in pharmaceutical goods,customs compliance manager in pharmaceutical goods,1
import export manager in pharmaceutical goods,graduate export manager in pharmaceutical goods,1
import export manager in pharmaceutical goods,graduate import manager in pharmaceutical goods,1
import export manager in pharmaceutical goods,assistant import manager in pharmaceutical goods,1
import export manager in pharmaceutical goods,international trade manager in pharmaceutical goods,1
import export manager in pharmaceutical goods,graduate import export manager in pharmaceutical goods,1
import export manager in pharmaceutical goods,assistant export manager in pharmaceutical goods,1
import export manager in pharmaceutical goods,trainee import manager in pharmaceutical goods,1
import export manager in pharmaceutical goods,trainee import export manager in pharmaceutical goods,1
import export manager in pharmaceutical goods,senior export manager in pharmaceutical goods,1
import export manager in pharmaceutical goods,senior import manager in pharmaceutical goods,1
import export manager in pharmaceutical goods,import export specialist in pharmaceutical goods,0
import export manager in pharmaceutical goods,pharmaceutical goods logistics manager,0
import export manager in pharmaceutical goods,senior import export specialist in pharmaceutical goods,0
import export manager in pharmaceutical goods,trainee import export manager  in household goods,0
import export manager in pharmaceutical goods,trainee import export specialist in pharmaceutical goods,0
import export manager in pharmaceutical goods,graduate import export specialist in pharmaceutical goods,0
import export manager in pharmaceutical goods,assistant import export specialist in pharmaceutical goods,0
import export manager in pharmaceutical goods,secondary school drama teacher,0
import export manager in pharmaceutical goods,3d modeller,0
import export manager in pharmaceutical goods,real estage agent mediator,0
import export manager in pharmaceutical goods,IT store manager,0
import export manager in pharmaceutical goods,hydraulic cake press operator,0
import export manager in pharmaceutical goods,trainee data analyst,0
import export manager in pharmaceutical goods,higher education philosophy teacher,0
import export manager in pharmaceutical goods,road transportation health and safety director,0
relationship banking manager,private banking relationships managers,1
relationship banking manager,financial products relationship manager,1
relationship banking manager,private banker,1
relationship banking manager,commercial banking relationship manager,1
relationship banking manager,financial products relationship managers,1
relationship banking manager,relationship bankers,1
relationship banking manager,relations bankers,1
relationship banking manager,private banking relationship managers,1
relationship banking manager,private banking relationship manager,1
relationship banking manager,relationship manager,1
relationship banking manager,client manager,1
relationship banking manager,relationship banker,1
relationship banking manager,relations banker,1
relationship banking manager,private bankers,1
relationship banking manager,relationship managers,1
relationship banking manager,personal financial advisor,1
relationship banking manager,bank relationship manager,0
relationship banking manager,banking operations manager,0
relationship banking manager,client relationship manager,0
relationship banking manager,insurance relationship manager,0
relationship banking manager,assurance relationship manager,0
relationship banking manager,ensurance relationship manager,0
relationship banking manager,bank operations manager,0
relationship banking manager,client relations manager,0
relationship banking manager,material testing technician,0
relationship banking manager,canoeing teacher,0
relationship banking manager,biotechnician,0
relationship banking manager,computer-assisted translation engineer,0
relationship banking manager,package delivery driver,0
relationship banking manager,"graduate import specialist in agricultural raw materials, seeds and animal feeds",0
relationship banking manager,structural steel fitters,0
relationship banking manager,embedded systems developer,0
bankruptcy trustee,bankruptcy analysts,1
bankruptcy trustee,trustees in bankruptcy,1
bankruptcy trustee,insolvency practitioner,1
bankruptcy trustee,insolvency trustees,1
bankruptcy trustee,trustee in bankruptcy,1
bankruptcy trustee,insolvency practitioners,1
bankruptcy trustee,insolvency trustee,1
bankruptcy trustee,bankruptcy analyst,1
bankruptcy trustee,bankruptcy managers,0
bankruptcy trustee,bankruptcy coordinators,0
bankruptcy trustee,bankruptcy manager,0
bankruptcy trustee,bankruptcy coordinator,0
bankruptcy trustee,sports and recreation policy advisor,0
bankruptcy trustee,electrical engine designer,0
bankruptcy trustee,copy strategist,0
bankruptcy trustee,sporting articles salesperson,0
rail layer,rail machine operator,1
rail layer,railtrack layer,1
rail layer,tramway layer,1
rail layer,light rail layer,1
rail layer,track layer,1
rail layer,rail track layer,1
rail layer,plate layer,1
rail layer,layer in railway sites,1
rail layer,track machine operator,1
rail layer,light railtrack layer,1
rail layer,railway line layer,1
rail layer,train cleaner,0
rail layer,mail clerk,0
rail layer,drain cleaner,0
rail layer,sail maker,0
rail layer,linoleum layer,0
rail layer,philosophy scholar,0
rail layer,valuator of businesses,0
rail layer,piston aircraft maintenance manager,0
rail layer,book-sewing machine operator,0
rail layer,truck engine refurbishing technician,0
rail layer,stitch solderer,0
wastewater treatment technician,wastewater treatment monitoring technician,1
wastewater treatment technician,water plant equipment maintenance technician,1
wastewater treatment technician,waste water technician,1
wastewater treatment technician,wastewater treatment plant worker,1
wastewater treatment technician,water plant measurement technician,1
wastewater treatment technician,water plant repair technician,1
wastewater treatment technician,sewage treatment plant technician,1
wastewater treatment technician,wastewater treatment sampling monitoring technician,1
wastewater treatment technician,wastewater safety tester,1
wastewater treatment technician,water treatment system technician,1
wastewater treatment technician,water plant monitoring technician,1
wastewater treatment technician,wastewater quality technician,1
wastewater treatment technician,wastewater safety technician,1
wastewater treatment technician,water plant maintenance technician,1
wastewater treatment technician,sewage plant technician,1
wastewater treatment technician,wastewater treatment plant operator,1
wastewater treatment technician,water plant quality technician,1
wastewater treatment technician,wastewater treatment quality technician,1
wastewater treatment technician,wastewater treatment plant technician,1
wastewater treatment technician,wastewater quality tester,1
wastewater treatment technician,water treatment technician,0
wastewater treatment technician,waste treatment technician,0
wastewater treatment technician,water treatment plant technician,0
wastewater treatment technician,toxic waste treatment technician,0
wastewater treatment technician,solid waste treatment technician,0
wastewater treatment technician,water treatment plants technician,0
wastewater treatment technician,wood treatment technician,0
wastewater treatment technician,hazardous waste treatment technician,0
wastewater treatment technician,wastewater treatment operator,0
wastewater treatment technician,water treatment engineering technician,0
wastewater treatment technician,chemical metallurgist,0
wastewater treatment technician,language translation agency supervisor,0
wastewater treatment technician,industrial tool test engineer,0
wastewater treatment technician,enterprise architects,0
wastewater treatment technician,director of visitor attractions,0
wastewater treatment technician,soap drier tender,0
wastewater treatment technician,sociology research analyst,0
wastewater treatment technician,"graduate import manager in machinery, industrial equipment, ships and aircraft",0
wastewater treatment technician,environmental research engineer,0
wastewater treatment technician,wholesale buyer in flowers and plants,0
avionics technician,avionics repair technician,1
avionics technician,avionics test technician,1
avionics technician,aircraft electrical mechanic,1
avionics technician,avionics inspection technician,1
avionics technician,aircraft electronics mechanic,1
avionics technician,avionics installation technician,1
avionics technician,aircraft electromechanic technician,1
avionics technician,line technician,1
avionics technician,avionics mechanic,1
avionics technician,aircraft instrument mechanic,1
avionics technician,aircraft electro-mechanic technician,1
avionics technician,avionics diagnostic technician,1
avionics technician,aircraft instrument technician,1
avionics technician,avionics systems technician,1
avionics technician,avionics maintenance technician,1
avionics technician,acoustics technician,0
avionics technician,photonics technician,0
avionics technician,mechatronics technician,0
avionics technician,AV technician,0
avionics technician,AI technician,0
avionics technician,technician in photonics,0
avionics technician,audio technician,0
avionics technician,tanyard area supervisor,0
avionics technician,chemical batch mixer,0
avionics technician,education programme director,0
avionics technician,optical mechanic,0
avionics technician,decorative coppersmith,0
avionics technician,dairy products and edible oils logistics manager,0
avionics technician,senior import export specialist in metals and metal ores,0
avionics technician,soft and alcoholic beverages store manager,0
footwear finishing and packing operator,packaging and filling operator,0
footwear finishing and packing operator,heritage centre worker,0
weights and measures inspector,trading standards manager,1
weights and measures inspector,trading standards supervisor,1
weights and measures inspector,weights and measures inspector and tester,1
weights and measures inspector,regulatory services officer,1
weights and measures inspector,tester of weights and measures,1
weights and measures inspector,weights and measures tester,1
weights and measures inspector,inspector and tester of weights and measures,1
weights and measures inspector,inspector of weights and measures,1
weights and measures inspector,trading standards officer,1
weights and measures inspector,trading standards team leader,1
weights and measures inspector,sheet-metal welding  inspector,0
weights and measures inspector,sheet metal welding inspector,0
weights and measures inspector,sewer and drain inspector,0
weights and measures inspector,weight loss advisor,0
weights and measures inspector,inland waterway vessel inspector,0
weights and measures inspector,lecturer in nursing sciences,0
weights and measures inspector,clinical information systems supervisor,0
weights and measures inspector,defence engineering consultant,0
weights and measures inspector,mine development managers,0
weights and measures inspector,postgraduate dentist,0
floor and wall coverings specialised seller,carpet and rug specialised seller,1
floor and wall coverings specialised seller,carpet specialised seller,1
floor and wall coverings specialised seller,wallpaper specialised seller,1
floor and wall coverings specialised seller,carpet and rug salesperson,1
floor and wall coverings specialised seller,wallpaper and accessories salesperson,1
floor and wall coverings specialised seller,carpet superstore salesperson,1
floor and wall coverings specialised seller,interior fitting specialised seller,1
floor and wall coverings specialised seller,wallpaper and accessories specialised seller,1
floor and wall coverings specialised seller,interior decoration specialised seller,1
floor and wall coverings specialised seller,wallpaper salesperson,1
floor and wall coverings specialised seller,carpet salesperson,1
floor and wall coverings specialised seller,interior fitting salesperson,1
floor and wall coverings specialised seller,carpet superstore specialised seller,1
floor and wall coverings specialised seller,floor and wall coverings salesperson,1
floor and wall coverings specialised seller,interior decoration salesperson,1
floor and wall coverings specialised seller,floor and wall coverings shop manager,0
floor and wall coverings specialised seller,fish and seafood specialised seller,0
floor and wall coverings specialised seller,hearing aid specialised seller,0
floor and wall coverings specialised seller,home decorating specialised seller,0
floor and wall coverings specialised seller,glass and mirror specialised seller,0
floor and wall coverings specialised seller,cosmetics and perfume specialised seller,0
floor and wall coverings specialised seller,make-up and cosmetics specialised seller,0
floor and wall coverings specialised seller,hybrid engine builder,0
floor and wall coverings specialised seller,plastic moulding worker,0
floor and wall coverings specialised seller,medical representative,0
floor and wall coverings specialised seller,trainee wholesale merchant in chemical products,0
floor and wall coverings specialised seller,professor of dance,0
floor and wall coverings specialised seller,electrical maintenance worker,0
floor and wall coverings specialised seller,leather sorters,0
floor and wall coverings specialised seller,mixer of fertiliser,0
printed circuit board assembler,PCB assembler,1
printed circuit board assembler,through-hole technology assembly operator,1
printed circuit board assembler,through-hole technology assembler,1
printed circuit board assembler,assembler of printed circuit boards,1
printed circuit board assembler,through-hole technology assembly operative,1
printed circuit board assembler,PCB fabricator,1
printed circuit board assembler,printed circuit board fabricator,1
printed circuit board assembler,THT operator,1
printed circuit board assembler,PCB assembly operative,1
printed circuit board assembler,printed circuit board assembly inspector,0
printed circuit board assembler,panel board assembler,0
printed circuit board assembler,printed circuit board tester,0
printed circuit board assembler,printed circuit board designer,0
printed circuit board assembler,outdoor pursuits instructor,0
printed circuit board assembler,trolley driver instructor,0
printed circuit board assembler,dryer,0
printed circuit board assembler,medical receptionist front line,0
printed circuit board assembler,rental team coordinator,0
localiser,localizer,1
localiser,localisation tester,1
localiser,localisation translator,1
localiser,localisation games tester,1
localiser,localiser QA tester,1
localiser,localisation project manager,1
localiser,localiser quality assurance tester,1
localiser,vocalist,0
localiser,laster,0
localiser,cabler,0
localiser,sensor engineering adviser,0
localiser,linen supervisor,0
localiser,solid waste compliance specialist,0
localiser,senior sales account manager,0
vessel engine inspector,nuclear reactor inspector,1
vessel engine inspector,marine engine inspector,1
vessel engine inspector,four-stroke diesel engine inspector,1
vessel engine inspector,marine steam engine inspector,1
vessel engine inspector,boat engine assembler,1
vessel engine inspector,outboard motor inspector,1
vessel engine inspector,LNG engine inspector,1
vessel engine inspector,boat engine builder,1
vessel engine inspector,marine engine builder,1
vessel engine inspector,liquid natural gas engine inspector,1
vessel engine inspector,electric motor inspector,1
vessel engine inspector,marine engine tester,1
vessel engine inspector,gas turbine engine inspector,1
vessel engine inspector,two-stroke diesel engineer inspector,1
vessel engine inspector,dual fuel engine inspector,1
vessel engine inspector,boat engine inspector,1
vessel engine inspector,vessel engine operator,0
vessel engine inspector,engine inspector,0
vessel engine inspector,plane engine inspector,0
vessel engine inspector,vessel engineer,0
vessel engine inspector,vessel engine tester,0
vessel engine inspector,welding engineer inspector,0
vessel engine inspector,engine minder on vessels,0
vessel engine inspector,railcar  engine inspector,0
vessel engine inspector,mechanical sifter operator,0
vessel engine inspector,head lumber quality tester,0
vessel engine inspector,dating service consultant,0
vessel engine inspector,historian,0
vessel engine inspector,financial and investment adviser,0
vessel engine inspector,art preparator,0
vessel engine inspector,broadcast transmitting technician,0
vessel engine inspector,lithographic printer,0
wax bleacher,candle production process worker,1
wax bleacher,candle wax bleacher,1
wax bleacher,candle production worker,1
wax bleacher,candlewax bleacher,1
wax bleacher,wax bleacher (chemical),1
wax bleacher,beeswax bleacher,1
wax bleacher,candle production process operative,1
wax bleacher,candle production operator,1
wax bleacher,bees-wax bleacher,1
wax bleacher,wax pumper,1
wax bleacher,candle production operative,1
wax bleacher,paper bleacher,0
wax bleacher,blancher,0
wax bleacher,war researcher,0
wax bleacher,bleacher operator,0
wax bleacher,bleacher technician,0
wax bleacher,cellar operator,0
wax bleacher,car battery installer,0
wax bleacher,projectionist,0
wax bleacher,energy saving advisor,0
wax bleacher,cigar and cigarette specialised seller,0
wax bleacher,aircraft seating technician,0
category manager,planning and inventory control manager,1
category manager,g.m. category manager,1
category manager,merchandising category specialist,1
category manager,vendor management manager,1
category manager,general merchandise category manager,1
category manager,senior category manager,1
category manager,graduate category manager,1
category manager,on-line category manager,1
category manager,indirect category manager,1
category manager,FMCG category manager,1
category manager,assistant category manager,1
category manager,pricing and marketing manager,1
category manager,product category specialist,1
category manager,product category manager,1
category manager,category development manager,1
category manager,catering manager,0
category manager,cemetery manager,0
category manager,cafe manager,0
category manager,counter manager,0
category manager,gallery manager,0
category manager,lottery manager,0
category manager,creative manager,0
category manager,transportation logistics manager,0
category manager,philosophy docent,0
category manager,trainee import manager in  wood and construction materials,0
category manager,professor of electrical engineering,0
category manager,master corporal,0
category manager,automation operator and programmer,0
category manager,university education studies teacher,0
category manager,opticians salesperson,0
mathematics lecturer,mathematics professor,1
mathematics lecturer,professor of maths,1
mathematics lecturer,lecturer in math,1
mathematics lecturer,higher education mathematics teacher,1
mathematics lecturer,lecturer in maths,1
mathematics lecturer,lector in maths,1
mathematics lecturer,mathematics instructor,1
mathematics lecturer,lector in math,1
mathematics lecturer,maths professor,1
mathematics lecturer,math lector,1
mathematics lecturer,mathematics lector,1
mathematics lecturer,university mathematics lecturer,1
mathematics lecturer,mathematics docent,1
mathematics lecturer,university lecturer in mathematics,1
mathematics lecturer,university maths teacher,1
mathematics lecturer,lector in mathematics,1
mathematics lecturer,professor of mathematics,1
mathematics lecturer,lecturer in mathematics,1
mathematics lecturer,maths lector,1
mathematics lecturer,mathematics teacher,1
mathematics lecturer,instructor in mathematics,1
mathematics lecturer,paediatrics lecturer,0
mathematics lecturer,pharmaceutics lecturer,0
mathematics lecturer,orthopaedics lecturer,0
mathematics lecturer,actuarial mathematicians,0
mathematics lecturer,physics lecturer,0
mathematics lecturer,media studies lecturer,0
mathematics lecturer,pharmacy lecturer,0
mathematics lecturer,actuarial mathematician,0
mathematics lecturer,medicine lecturer,0
mathematics lecturer,politics lecturer,0
mathematics lecturer,boat construction worker,0
mathematics lecturer,"senior import manager in fish, crustaceans and molluscs",0
mathematics lecturer,corporate profiler,0
mathematics lecturer,pulp bleacher technician,0
mathematics lecturer,airplane maintenance coordinator,0
mathematics lecturer,industrial expert,0
mathematics lecturer,international trade compliance manager in beverages,0
mathematics lecturer,fashion specialist,0
mathematics lecturer,spectacle shop manager,0
mathematics lecturer,financial risk specialist,0
mathematics lecturer,antiquities shop specialised seller,0
chemical manufacturing quality technician,manufacturing quality technician chemicals,1
chemical manufacturing quality technician,chemical manufacturing quality inspector,1
chemical manufacturing quality technician,chemistry quality control technician,1
chemical manufacturing quality technician,chemical production quality technician,1
chemical manufacturing quality technician,chemicals quality inspector,1
chemical manufacturing quality technician,QC technician chemical manufacturing,1
chemical manufacturing quality technician,chemical manufacturing quality tester,1
chemical manufacturing quality technician,qc technician chemical manufacturing,1
chemical manufacturing quality technician,chemical manufacturing quality assurance officer,1
chemical manufacturing quality technician,manufacturing quality technician,1
chemical manufacturing quality technician,manufacturing chemistry technician,0
chemical manufacturing quality technician,air quality monitoring technician,0
chemical manufacturing quality technician,clothing manufacturing technician,0
chemical manufacturing quality technician,quality engineering technician,0
chemical manufacturing quality technician,chemical industry engineering technician,0
chemical manufacturing quality technician,fleet leasing consultant,0
chemical manufacturing quality technician,wide-format printer on flexographic presses,0
chemical manufacturing quality technician,dietetics instructor,0
chemical manufacturing quality technician,set & stage builder,0
chemical manufacturing quality technician,hypermarket shelf filler,0
escort,sex worker,1
escort,gigolo,1
escort,escort messenger,1
escort,call girl,1
escort,social escort,1
escort,prostitute,1
escort,patient escort,1
escort,male prostitute,1
escort,out call girl,1
escort,incall girl,1
escort,lady of the night,1
escort,car escort,0
escort,van escort,0
escort,tour escort,0
escort,truck escort,0
escort,sorter,0
escort,specialist decorator,0
escort,mine health and safety engineer,0
escort,youth centre coordinator,0
escort,horse yard manager,0
escort,riding teacher,0
escort,mirror frame repairer,0
miller,grain mill worker,1
miller,flour mill worker,1
miller,flour miller,1
miller,grain miller,1
miller,milliner,0
miller,driller,0
miller,aeronautical information service officer,0
miller,specialist dance teacher,0
porcelain painter,china decorator,1
porcelain painter,porcelain designer & painter,1
porcelain painter,china designer & painter,1
porcelain painter,china painter,1
porcelain painter,china designer and painter,1
porcelain painter,porcelain decorator,1
porcelain painter,porcelain designer and painter,1
porcelain painter,porcelain caster,0
porcelain painter,scene painter,0
porcelain painter,porcelain dollmaker,0
porcelain painter,architectural drafter,0
porcelain painter,solar energy panel installer,0
porcelain painter,museum cataloguer,0
porcelain painter,brick laying labourer,0
business journalist,financial journalist,1
business journalist,economic journalist,1
business journalist,business & economics journalist,1
business journalist,economic reporter,1
business journalist,on-line business journalist,1
business journalist,foreign business correspondent,1
business journalist,business reporter,1
business journalist,business and economics reporter,1
business journalist,business & economics reporter,1
business journalist,senior business journalist,1
business journalist,business & finance journalist,1
business journalist,business and economics journalist,1
business journalist,business and finance journalist,1
business journalist,business correspondent,1
business journalist,business writer,1
business journalist,business economist,0
business journalist,image journalist,0
business journalist,crime journalist,0
business journalist,business coordinator,0
business journalist,business docent,0
business journalist,arts journalist,0
business journalist,film journalist,0
business journalist,interest analyst,0
business journalist,lottery game designer and producer,0
business journalist,teacher of chemistry in secondary schools,0
business journalist,trainee import specialist in textile industry machinery,0
business journalist,food technology teacher,0
business journalist,process engineering expert,0
business journalist,handwriting specialist,0
business journalist,soft developer,0
front of house manager,theatre front of house supervisor,1
front of house manager,theater front of house supervisor,1
front of house manager,theatrical house manager,1
front of house manager,theatre front of house manager,1
front of house manager,venue house manager,1
front of house manager,front of house supervisor,1
front of house manager,arts venue front of house manager,1
front of house manager,head of front of house,1
front of house manager,front office manager,0
front of house manager,auction house manager,0
front of house manager,furniture shop manager,0
front of house manager,domestic house manager,0
front of house manager,surgical device design technician,0
front of house manager,furniture designers,0
front of house manager,online community manager,0
front of house manager,spanish web artist,0
artistic director,festival director,1
artistic director,venue programming manager,1
artistic director,opera director,1
artistic director,artistic consultant,1
artistic director,theatre director,1
artistic director,ballet director,1
artistic director,orchestra artistic director,1
artistic director,venue programming director,1
artistic director,artistic director for dance company,1
artistic director,art director,1
artistic director,director of programming,1
artistic director,advertising director,0
artistic director,casting director,0
artistic director,arts center director,0
artistic director,arts centre director,0
artistic director,claims director,0
artistic director,career guidance practitioner,0
artistic director,biotechnological technician,0
artistic director,plastic injection moulding machine operator,0
artistic director,rig driller,0
artistic director,adult literacy lecturer,0
artistic director,office equipment inspector,0
clothing alteration machinist,clothing alteration operator,1
clothing alteration machinist,alterations hand,1
clothing alteration machinist,alterations sewer,1
clothing alteration machinist,clothing alteration machine operator,1
clothing alteration machinist,alterations tailor,1
clothing alteration machinist,alterations seamstress,1
clothing alteration machinist,clothing alteration hand,1
clothing alteration machinist,clothing machinist,0
clothing alteration machinist,auto change machinist,0
clothing alteration machinist,leading machinist,0
clothing alteration machinist,consortia advisor,0
clothing alteration machinist,heating product sales representative,0
clothing alteration machinist,computer hardware specialised seller,0
clothing alteration machinist,power plant control room operator,0
engine designer,engine design quality control supervisor,1
engine designer,electrical engine designer,1
engine designer,engine test engineer,1
engine designer,engine production specialist engineer,1
engine designer,engine tool production designer,1
engine designer,engine design technologist,1
engine designer,engine design expert,1
engine designer,engine production supervisor,1
engine designer,engine design technician,1
engine designer,engine design developer,1
engine designer,engines designer,1
engine designer,engine design specialist,1
engine designer,engine design engineer,1
engine designer,engine development engineer,1
engine designer,industrial engine developer,1
engine designer,engine design producer,1
engine designer,design engineer,0
engine designer,scene designer,0
engine designer,scenic designer,0
engine designer,engine driver,0
engine designer,eLearning designer,0
engine designer,sound designer & engineer,0
engine designer,new media designer,0
engine designer,designing engineer,0
engine designer,lift inspector,0
engine designer,conference and event assistant,0
engine designer,footwear quality  assurance controller,0
engine designer,manufacturing supervisor,0
engine designer,gas transmission system operator,0
engine designer,gambling compliance and information security manager,0
engine designer,investment administrator,0
engine designer,industrial engineer,0
purchase planner,senior buyer planner,1
purchase planner,demand and inventory planner,1
purchase planner,purchasing team leader,1
purchase planner,senior purchase planner,1
purchase planner,purchasing coordinator,1
purchase planner,assistant buyer planner,1
purchase planner,graduate purchase planner,1
purchase planner,demand planner,1
purchase planner,company buyer,1
purchase planner,purchasing team worker,1
purchase planner,graduate buyer planner,1
purchase planner,purchase administrator,1
purchase planner,assistant purchase planner,1
purchase planner,material planner,1
purchase planner,trainee buyer planner,1
purchase planner,trainee supply chain planner,1
purchase planner,procurement planner,1
purchase planner,senior supply chain planner,1
purchase planner,purchase planning office manager,1
purchase planner,assistant supply chain planner,1
purchase planner,trainee purchase planner,1
purchase planner,purchase planning office worker,1
purchase planner,graduate supply chain planner,1
purchase planner,urban planner,0
purchase planner,space planner,0
purchase planner,urban planners,0
purchase planner,programme planner,0
purchase planner,program planner,0
purchase planner,purchasing manager,0
purchase planner,land use planner,0
purchase planner,purchasing managers,0
purchase planner,planer specialist,0
purchase planner,vessel planner,0
purchase planner,transport planner,0
purchase planner,restaurant food and beverage manager,0
purchase planner,stockroom coordinator,0
purchase planner,"technician, civil engineering",0
purchase planner,high school geography teacher,0
purchase planner,market vendor,0
purchase planner,plaster worker,0
purchase planner,print shop supervisor,0
purchase planner,restaurant hostess,0
purchase planner,"senior export specialist in coffee, tea, cocoa and spices",0
purchase planner,snowboarder,0
purchase planner,parking attendant,0
purchase planner,senior fisheries biologist,0
foundry operative,"moulding and casting worker m,f,n)",1
foundry operative,ladleman,1
foundry operative,pourer and caster,1
foundry operative,casting operator,1
foundry operative,mold casting worker,1
foundry operative,molding and casting worker,1
foundry operative,metal moulder,1
foundry operative,foundry process operator,1
foundry operative,casting worker,1
foundry operative,mould casting worker,1
foundry operative,caster,1
foundry operative,metal caster,1
foundry operative,foundryman,1
foundry operative,foundry operator,1
foundry operative,ladleperson,1
foundry operative,metal molder,1
foundry operative,foundry worker,1
foundry operative,Central control caster,1
foundry operative,factory operative,0
foundry operative,bindery operative,0
foundry operative,forge operative,0
foundry operative,culinary operative,0
foundry operative,countryside operative,0
foundry operative,drill operative,0
foundry operative,dozer operative,0
foundry operative,car factory operative,0
foundry operative,flooring operative,0
foundry operative,liquid waste treatment plant operative,0
foundry operative,immigration policy analyst,0
foundry operative,construction decorating supervisor,0
foundry operative,armed forces educator,0
foundry operative,mask builder & designer,0
foundry operative,standardisation expert,0
foundry operative,optomechanical engineering specialist,0
foundry operative,external communications manager,0
foundry operative,waste incinerator worker,0
import export manager in fruit and vegetables,assistant import manager in  fruit and vegetables,1
import export manager in fruit and vegetables,senior export manager in  fruit and vegetables,1
import export manager in fruit and vegetables,senior import manager in  fruit and vegetables,1
import export manager in fruit and vegetables,assistant import export manager in  fruit and vegetables,1
import export manager in fruit and vegetables,assistant export manager in  fruit and vegetables,1
import export manager in fruit and vegetables,trainee export manager in  fruit and vegetables,1
import export manager in fruit and vegetables,senior import export manager in  fruit and vegetables,1
import export manager in fruit and vegetables,trainee import export manager in  fruit and vegetables,1
import export manager in fruit and vegetables,graduate import export manager in  fruit and vegetables,1
